"INSTNM","PREDDEG","HCM2","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","SAT_AVG_ALL","NPT4_PUB","NPT4_PRIV","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","GRAD_DEBT_MDN_SUPP","GRAD_DEBT_MDN10YR_SUPP","RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_L4_POOLED_SUPP","md_earn_wne_p10","gt_25k_p6","POOR_Prop"
"Ottawa University-Online",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25000,277.55125,0.724907063,NA,NA,40700,0.730100632,NA
"Ottawa University-Ottawa",3,0,390,530,400,550,350,470,460,475,410,19,25,18,24,18,25,NA,NA,22,21,22,NA,1020,1020,NA,17748,NA,NA,NA,NA,NA,14849,16040,19202,18987,18014,0.6169,NA,NA,NA,25000,277.55125,0.724907063,0.358563347,NA,40700,0.730100632,0.164473684210526
"Ottawa University-Phoenix",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,25000,277.55125,0.724907063,NA,NA,40700,0.730100632,NA
"Otterbein University",3,0,490,590,490,585,470,570,540,538,520,21,26,21,28,21,26,4,8,24,25,24,6,1087,1087,NA,24850,NA,NA,NA,NA,NA,21210,21048,23262,26288,28214,0.7639,NA,0.2,NA,27000,299.75535,0.862614488,0.587579845,NA,41200,0.678612709,0.167002012072435
"Ouachita Baptist University",3,0,440,550,460,580,NA,NA,495,520,NA,21,27,21,30,21,27,NA,NA,24,26,24,NA,1090,1090,NA,16424,NA,NA,NA,NA,NA,13032,14154,15680,18007,19342,0.7631,NA,NA,NA,23500,260.898175,0.844298246,0.595446008,NA,37500,0.594805181,0.184615384615385
"Our Lady of Holy Cross College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12151,NA,NA,NA,NA,NA,10295,11934,13510,12947,14456,0.7119,NA,0.6667,NA,30158.5,334.8211749,0.804347826,0.257876842,NA,39100,0.748251736,0.363636363636364
"Our Lady of the Lake College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,20,24,17,23,NA,NA,22,22,20,NA,1010,1010,NA,15756,NA,NA,NA,NA,NA,13723,13111,17355,18714,18147,0.5979,NA,0.5,NA,23507,260.9758894,0.860281195,0.333352991,NA,44200,0.823708236,0.347222222222222
"Our Lady of the Lake University",3,0,400,490,420,500,NA,NA,445,460,NA,14,21,15,21,16,22,NA,NA,18,18,19,NA,882,882,NA,16080,NA,NA,NA,NA,NA,14512,15290,17332,20493,19583,0.557,NA,0.3333,NA,25250,280.3267625,0.6587473,0.307836711,NA,39200,0.638686121,0.440140845070423
"Owens Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7153,NA,5927,6691,8740,10279,10251,NA,NA,NA,NA,NA,NA,0.4902,NA,0.3526,20000,222.041,0.426134161,NA,0.098881745,29500,0.485785753,0.544554455445545
"Owensboro Community and Technical College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6602,NA,5866,5857,7788,9758,10182,NA,NA,NA,NA,NA,NA,0.6043,NA,0.4522,9740,108.133967,0.556973564,NA,0.3981367,25000,0.44168961,0.576687116564417
"Oxford Academy of Hair Design",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11366,NA,NA,NA,NA,NA,11054,11912,13406,14298,NA,NA,0.9091,NA,0.9091,12995,144.2711398,NA,NA,0.9249775,NA,NA,0.785714285714286
"Oxford Graduate School",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxnard College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3856,NA,3856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6906,NA,0.3775,NA,NA,NA,NA,0.28817169,29100,0.453213066,1
"Ozark Christian College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12807,NA,NA,NA,NA,NA,10835,10583,12988,15365,15396,0.7206,NA,0,NA,19000,210.93895,0.828767123,0.474634783,NA,28200,0.460144937,0.222222222222222
"Ozarka College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6035,NA,5881,6313,7102,6964,NA,NA,NA,NA,NA,NA,NA,0.5378,NA,0.2766,12750,141.5511375,0.429084381,NA,0.387954699,25200,0.382749319,0.79047619047619
"Ozarks Technical Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8091,NA,7098,8464,9926,10081,9315,NA,NA,NA,NA,NA,NA,0.5913,NA,0.4096,14250,158.2042125,0.543905636,NA,0.228854372,27500,0.44152227,0.556483027267668
"P B Cosmetology Education Center",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17473,NA,NA,NA,NA,NA,17577,NA,NA,14477,NA,NA,0.8333,NA,1,10208.5,113.3352774,0.67578125,NA,0.74735614,21600,0.270000011,0.966666666666667
"P C Age-Edison",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23747,NA,NA,NA,NA,NA,23685,23476,24544,23476,24029,NA,0.6981,NA,NA,13000,144.32665,0.58677686,NA,0.727272727,NA,0.417777777,0.63013698630137
"P C Age-Jersey City",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10431,NA,NA,NA,NA,NA,10257,9696,12471,NA,NA,NA,0.9833,NA,NA,13000,144.32665,0.58677686,NA,0.609756098,NA,0.417777777,0.789473684210526
"P&A Scholars Beauty School",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14424,NA,NA,NA,NA,NA,14424,NA,NA,NA,NA,NA,0.8333,NA,NA,6333,70.30928265,0.151898734,NA,0.780687719,NA,NA,1
"Pace University-New York",3,0,470,570,470,570,NA,NA,520,520,NA,21,25,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,1043,1043,NA,24961,NA,NA,NA,NA,NA,19651,21151,24826,28676,32847,0.7599,NA,0.7407,NA,25000,277.55125,0.860900901,0.532573913,NA,58400,0.757832348,0.308309037900875
"Pacific College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18086,NA,NA,NA,NA,NA,15085,17066,19980,20012,NA,1,NA,NA,NA,16955,188.2352578,0.776243094,0.709870423,NA,40400,0.790441155,0.0697674418604651
"Pacific College of Oriental Medicine-Chicago",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25369,NA,NA,NA,NA,NA,23287,NA,NA,NA,27450,NA,NA,NA,NA,17250,191.5103625,0.5625,NA,NA,23000,NA,0.5
"Pacific College of Oriental Medicine-New York",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30420,NA,NA,NA,NA,NA,26915,NA,32172,32172,32172,NA,NA,NA,NA,17250,191.5103625,0.5625,NA,NA,23000,NA,0.333333333333333
"Pacific College of Oriental Medicine-San Diego",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20946,NA,NA,NA,NA,NA,20633,18666,24166,NA,NA,NA,NA,NA,NA,17250,191.5103625,0.5625,NA,NA,23000,NA,0.6
"Pacific Islands University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15289,NA,NA,NA,NA,NA,15289,NA,NA,NA,NA,0.8182,NA,0,NA,NA,NA,NA,0.594215942,NA,NA,NA,1
"Pacific Lutheran Theological Seminary",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Lutheran University",3,0,490,610,490,610,470,590,550,550,530,22,28,21,28,21,27,NA,NA,25,25,24,NA,1112,1112,NA,23486,NA,NA,NA,NA,NA,17051,18531,22216,26406,28843,0.8183,NA,NA,NA,27000,299.75535,0.930659415,0.701164834,NA,45900,0.697674394,0.162376237623762
"Pacific Northwest College of Art",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28758,NA,NA,NA,NA,NA,24874,22619,28579,30472,32688,0.7403,NA,0,NA,28700,318.628835,0.743494424,0.317485714,NA,22600,0.404580146,0.2
"Pacific Northwest University of Health Sciences",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Oaks College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19375,215.1022188,0.74829932,NA,NA,39700,0.745901644,NA
"Pacific School of Religion",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific States University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30753,NA,NA,NA,NA,NA,30753,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.571452381,NA,NA,NA,1
"Pacific Union College",3,0,450,570,440,580,440,560,510,510,500,18,25,18,26,17,25,NA,NA,22,22,21,NA,1017,1017,NA,22809,NA,NA,NA,NA,NA,18430,17998,23245,24752,29379,0.8457,NA,1,NA,28334,314.5654847,0.810848401,0.438930363,NA,48600,0.684337378,0.275092936802974
"Pacific University",3,0,490,600,500,610,NA,NA,545,555,NA,21,27,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,1102,1102,NA,27742,NA,NA,NA,NA,NA,21341,24739,25172,28309,31758,0.7935,NA,NA,NA,25750,285.8777875,0.925076453,0.620222951,NA,42300,0.611374378,0.133949191685912
"Pacifica Graduate Institute",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paier College of Art Inc",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13153,NA,NA,NA,NA,NA,11093,NA,14697,NA,NA,0.9333,NA,1,NA,24304.5,269.8297742,0.742574257,0.642842857,NA,24600,0.489361703,0.428571428571429
"Paine College",3,0,340,430,340,440,330,410,385,390,370,14,18,12,17,15,17,NA,NA,16,15,16,NA,778,778,NA,14392,NA,NA,NA,NA,NA,13763,14363,16056,17038,17116,0.6763,NA,0,NA,37909,420.8676135,0.272349272,0.216101029,NA,25900,0.278431386,0.621951219512195
"Palace Beauty College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12094,NA,NA,NA,NA,NA,11524,13852,13482,16515,NA,NA,0.7857,NA,0.7188,3622,40.2116251,0.732758621,NA,0.714285143,NA,NA,0.805555555555556
"Palau Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,NA,1628,1708,2246,NA,NA,NA,NA,NA,NA,NA,NA,0.5459,NA,0.5882,NA,NA,NA,NA,0.311885644,23700,NA,0.844444444444444
"Palladium Technical Academy",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14011,NA,NA,NA,NA,NA,13827,16322,NA,NA,NA,NA,0.875,NA,NA,5204,57.7750682,0.274725275,NA,0.847420339,NA,NA,0.926470588235294
"Palm Beach Academy of Health & Beauty",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11830,NA,NA,NA,NA,NA,12125,11142,11142,NA,NA,NA,0.7692,NA,NA,6333,70.30928265,0.608974359,NA,0.771395429,NA,NA,0.7
"Palm Beach Atlantic University",3,0,470,590,455,590,NA,NA,530,523,NA,20,26,20,27,19,25,NA,NA,23,24,22,NA,1061,1061,NA,22152,NA,NA,NA,NA,NA,18750,18496,21823,25446,26495,0.7335,NA,NA,NA,25000,277.55125,0.782780411,0.484577435,NA,38100,0.636470616,0.275747508305648
"Palm Beach State College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557,NA,1710,3035,5156,6486,6272,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,83.265375,0.565081839,0.352689963,NA,31500,0.534520328,0.646541617819461
"Palmer College of Chiropractic-Davenport",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21199,NA,NA,NA,NA,NA,15994,NA,24669,NA,24669,NA,NA,NA,NA,10875,120.7347938,0.654205607,0.658570732,NA,39700,0.649367094,0.4
"Palmetto Beauty School",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17379,NA,NA,NA,NA,NA,17035,17128,17828,20360,20360,NA,0.8305,NA,0.8571,9633,106.9460477,NA,NA,NA,NA,NA,0.677777777777778
"Palo Alto College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4068,NA,3416,4573,6642,9032,NA,NA,NA,NA,NA,NA,NA,0.59,NA,0.4163,10087.5,111.9919294,0.592844974,NA,0.117823257,28800,0.457190365,0.614130434782609
"Palo Alto University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palo Verde College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7114,NA,7114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5625,NA,0.167,NA,NA,NA,NA,0.233184753,26500,0.307692319,1
"Palomar College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5334,NA,5325,11208,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7251,NA,0.4659,7000,77.71435,0.420689655,NA,0.346707519,31700,0.465408802,0.998447204968944
"Palomar Institute of Cosmetology",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15642,NA,NA,NA,NA,NA,15181,14594,16711,NA,19211,NA,0.9474,NA,NA,8532,94.7226906,0.6953125,NA,0.895454545,19700,0.387978137,0.647058823529412
"Pamlico Community College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6432,NA,6286,6035,10862,NA,NA,NA,NA,NA,NA,NA,NA,0.5213,NA,0.5753,NA,NA,NA,NA,0.79999375,22000,0.333333343,0.666666666666667
